domain,fb_score,mturk_score,allsides_score,allsides_score_community,mbfc_score,media_score,buntain_share_ideology_score
brainfall.com,-0.0483,,,,,,0.3233327102619851
braingames.today,,,,,,,0.6637325499204807
braininspired.net,,,,,,,0.0510186318263935
brainjet.com,,,,,,,0.1019604897468639
brainpickings.org,,,,,,,-1.1860237756078915
brainyquote.com,,,,,,,0.0009427036229185
bramptonguardian.com,,,,,-0.33,,
brandnewtube.com,,,,,0.66,,
break.com,,,,,,,1.1674890753525264
breaking911.com,,,,,,,0.6714493255140012
breakingburgh.com,,,,,,,-0.8991035016683265
breakingchristiannews.com,,,,,1.0,,
breakingdefense.com,,,,,0.33,,
breakingfirst.com,,,,,1.0,,
breakingisraelnews.com,,,,,,,1.1484551658274444
breakingnews247.net,,,,,,,-0.5612996748673801
breakingnews365.net,,,,,,,0.4554397481443514
breitbart.com,0.9136,0.833333333333,1.0,1.0,0.66,2.026906951166841,1.5611230755142227
brennancenter.org,,,,,-0.33,,
brevardsun.com,,,,,0.33,,
brewtonstandard.com,,,,,0.33,,
bridgemi.com,,,,,-0.33,,
bridgeporttimes.com,,,,,0.33,,
brighteon.com,,,,,1.0,,
brightside.me,,,,,,,-0.0012859966899832
brightvibes.com,,,,,,,-0.6779375277378155
bringmethenews.com,,,,,0.0,,-0.1632193097571816
bristolreporter.com,,,,,0.33,,
britainfirst.org,,,,,1.0,,
britannica.com,,0.0,,,0.0,,
broadenimpact.com,,,,,-0.33,,
broadwayworld.com,,,,,,,-0.8780018311048421
brookings.edu,,,0.0,0.0,-0.33,,-1.1329483201197117
brownstone.org,,,,,0.66,,
brproud.com,,,,,0.0,,
brut.media,,,,,-0.66,,
bsd.net,,,,,,,-1.2129190913812655
bt.dk,,,,,0.33,,
buccaneers.com,,0.0,,,,,
buffalochronicle.com,,,,,0.66,,
buffalonews.com,,,,,0.0,,-0.0504860637078035
buggzodiac.com,,,,,,,0.2415759050945662
bugout.news,,,,,0.66,,
buildinghomesandliving.com,,,,,,,0.5178078893899805
bullshido.net,,,,,0.0,,
burnettcountysentinel.com,,,,,0.0,,
business-standard.com,,,,,0.33,,
business2community.com,,0.0,,,0.0,,
businessinsider.com,-0.0585,0.0,0.0,0.0,-0.33,-0.0864937135627517,-0.6115341677212933
businesslive.co.za,,,,,0.33,,
businessweek.com,-0.2615,,,,,,
bust.com,,,,,-0.66,,
bustle.com,,-0.166666666667,-0.5,-0.5,-0.33,,-0.5389895990295934
butlercountytimesgazette.com,,,,,0.0,,
buzzfeed.com,-0.5242,-0.5,-0.5,-0.5,-0.33,,-0.7210800678323407
buzzfeednews.com,,,,,-0.33,-1.0930370374415674,-0.994116766735408
buzznick.com,,,,,,,0.0948128720097467
bylinetimes.com,,,,,-0.33,,
c-span.org,-0.0442,,0.0,0.0,0.0,0.1991714838866516,0.1980043533961107
c-tribune.com,,,,,,,1.5454746225505942
c19aspirin.com,,,,,0.66,,
c19bromhexine.com,,,,,0.66,,
c19budesonide.com,,,,,0.66,,
c19colchicine.com,,,,,0.66,,
c19curcumin.com,,,,,0.66,,
c19early.com,,,,,0.66,,
c19favipiravir.com,,,,,0.66,,
c19fluvoxamine.com,,,,,0.66,,
c19hcq.com,,,,,0.66,,
c19ic.com,,,,,0.66,,
c19ivermectin.com,,,,,0.66,,
c19ly.com,,,,,0.66,,
c19melatonin.com,,,,,0.66,,
c19mp.com,,,,,0.66,,
c19nitazoxanide.com,,,,,0.66,,
c19ns.com,,,,,0.66,,
c19proxalutamide.com,,,,,0.66,,
c19pvpi.com,,,,,0.66,,
c19quercetin.com,,,,,0.66,,
c19regn.com,,,,,0.66,,
c19rmd.com,,,,,0.66,,
c19sv.com,,,,,0.66,,
c19vitaminc.com,,,,,0.66,,
c19vitamind.com,,,,,0.66,,
c19zinc.com,,,,,0.66,,
c2cjournal.ca,,,,,0.66,,
c4ads.org,,,,,-0.33,,
c4ss.org,,,,,-0.66,,
cafemom.com,,,,,,,0.0486854360806511
cagw.org,,,,,0.66,,
cair.com,,,,,0.33,,
caixinglobal.com,,,,,0.33,,
caldronpool.com,,,,,1.0,,
caledonenterprise.com,,,,,-0.33,,
calgary.citynews.ca,,,,,0.0,,
calgaryherald.com,,,,,0.33,,
calgarysun.com,,,,,0.33,,
californiaglobe.com,,,,,0.33,,
caller.com,,,,,-0.33,,
calltoactivism.com,,,,,-0.66,,
calmatters.org,,,0.0,-0.5,,,
cambridgetimes.ca,,,,,-0.33,,
campaignforliberty.org,,,,,0.33,,
campaignlifecoalition.com,,,,,0.66,,
campusinsanity.com,,,,,0.66,,
campusreform.org,,,,,0.66,2.11083776691418,1.4953789956772865
canadafactcheck.ca,,,,,-0.66,,
canadafreepress.com,,-0.416666666667,,,1.0,,
canadaland.com,,,,,-0.33,,
canadiandimension.com,,,,,-0.66,,
canadians.org,,,,,-0.33,,
cancer.news,,,,,0.66,,
cannadish.net,,,,,,,-0.123603198741082
canyouactually.com,,,,,,,-0.1298343301196143
capecodledger.com,,,,,0.33,,
capecodtimes.com,,,,,0.0,,
capecoralbreeze.com,,,,,0.0,,
capitalandmain.com,,,,,-0.66,,
capitalgazette.com,,,,,-0.33,,
capitalisminstitute.org,0.9044,,,,,,
capitalismmagazine.com,,,,,0.33,,
capitalresearch.org,,,,,0.66,,
capitolfax.com,,,,,0.0,,
capoliticalreview.com,,,,,0.33,,
caranddriver.com,,,,,,,0.3493629548355605
carbonbrief.org,,,,,-0.33,,
carbondalereporter.com,,,,,0.33,,
care2.com,,,-1.0,-0.5,-0.66,,-0.8271231732118365
careerboutique.com,,,,,,,0.205294649854197
caribbeanlifenews.com,,,,,-0.33,,
carimahalles.com,,,,,,,0.7577564393925837
carm.org,,,,,0.66,,
carnegieendowment.org,,,0.0,0.0,-0.33,,
carolinapublicpress.org,,,,,-0.33,,
carrollconews.com,,,,,0.0,,
carthrottle.com,,,,,,,0.0834093818424191
castanet.net,,,,,0.0,,
catchnews.com,,,,,-0.33,,
catholic.org,,,,,0.66,,
catholiccompany.com,,,,,,,0.683878915874692
catholicherald.co.uk,,,,,,,-0.5073982062852065
catholicnewsagency.com,0.5209,,,,,,0.7337589515425605
cato.org,,,0.5,1.0,0.33,,
cbc.ca,,,,,-0.33,,-0.3594726558986186
cbn.com,,,1.0,0.5,0.66,,1.3280844718165188
cbn.com/cbnnews,,,,,,1.6314295622509154,
cbo.gov,,,,,0.0,,
cbpp.org,,,-1.0,0.0,-0.33,,
cbr.com,,,,,,,-0.5620656295716029
cbs.com,,,-0.5,0.0,,,-0.3609531486368605
cbs12.com,,,,,0.33,,0.1756280965282818
cbs17.com,,,,,0.0,,0.4212974749214322
cbs2iowa.com,,,,,0.33,,
cbs42.com,,,,,0.0,,0.5773544712607068
cbs46.com,,,,,0.0,,0.0646346503809259
cbs4indy.com,,,,,0.0,,
cbs4local.com,,,,,0.33,,
cbs58.com,,,,,,,-0.1335954422802333
cbs6albany.com,,,,,,,0.1735425601755433
cbs7.com,,,,,0.0,,0.4954660466388565
cbs8.com,,,,,0.0,,-0.2466071308410316
cbsaustin.com,,,,,0.33,,0.3262851898996477
cbslocal.com,,,,,,,0.0703064625154393
cbsnews.com,-0.127,-0.0833333333333,,,-0.33,-0.1392966110237228,-0.377894442665197
cbssports.com,,0.0,,,,,-0.0449161597420181
cc.com,,,,,,,-1.2089732255937893
cc.org,,,,,0.66,,
ccn.com,,,,,0.33,,
cctimesdemocrat.com,,,,,0.0,,
cctv.com,,,,,-0.33,,
cdareporter.com,,,,,0.33,,
cdc.gov,,,,,,,-0.126588746112276
cdllife.com,,,,,,,0.8487719009483419
cdt.org,,,,,0.0,,
ceasefiremagazine.co.uk,,,,,-0.66,,
cecildaily.com,,,,,0.0,,
ced.org,,,,,0.0,,
cedarrapidstoday.com,,,,,0.33,,
cei.org,,,,,1.0,,
celebritist.me,,,,,,,-0.5269703049983512
censor.net,,,,,-0.33,,
centennialstatenews.com,,,,,0.33,,
centerforinquiry.org,,,,,-0.33,,
centerforpolitics.org,,,,,-0.33,,
centerforsecuritypolicy.org,,,,,1.0,,
centralbrowardnews.com,,,,,0.33,,
centralcoloradonews.com,,,,,0.33,,
centralgeorgianews.com,,,,,0.33,,
centralidahotimes.com,,,,,0.33,,
centralillinoisproud.com,,,,,0.0,,0.5712939628448449
centraliowatimes.com,,,,,0.33,,
centrallouisiananews.com,,,,,0.33,,
centraloctimes.com,,,,,0.33,,
cepr.net,,,,,-0.33,,
cepr.org,,,,,0.0,,
cernovich.com,,,,,1.0,,
cfact.org,,,,,0.66,,
cfr.org,,,,,0.0,,
cftni.org,,,,,0.33,,
cgdev.org,,,,,-0.33,,
cgtn.com,,,,,-0.33,,
chalkbeat.org,,,,,-0.33,,
chambanasun.com,,,,,0.33,,
chandlernews.com,,,,,0.0,,
change.org,-0.3442,-0.416666666667,,,-0.66,,-0.3589318472596157
channel23news.com,,,,,,,0.3765824215911797
channel24news.com,,,,,,,0.2166692284608009
channel3000.com,,,,,0.0,,-0.1994300263888511
channel4.com,,,,,-0.33,,
channelnewsasia.com,,,,,0.0,,
chapamia.com,,,,,,,0.6756328326827861
charismamag.com,,,,,,,1.1258524175596756
charismanews.com,0.871,,,,0.66,,1.3399999493834909
charitynavigator.org,,,,,0.0,,
charlotteobserver.com,,0.0833333333333,,,-0.33,,-0.2169485945836487
charlottestories.com,,,,,,,0.4098332439176355
chaser.com.au,,,,,-0.66,,
checkyourfact.com,,,,,0.33,,
cheddar.com,,,,,-0.33,,
cheezburger.com,,,,,,,-0.4627824570092501
chicago.cbslocal.com,-0.2568,,,,-0.33,,
chicago.suntimes.com,,-0.416666666667,-0.5,-0.5,,,
chicagocitywire.com,,,,,0.33,,
chicagoreader.com,,,,,-0.66,,
chicagoreporter.com,,,,,-0.66,,
chicagotribune.com,-0.3117,0.0,0.0,0.0,0.33,,-0.6848038875566808
chicksonright.com,,,,,0.66,,1.5614908295863656
chicksontheright.com,,,,,,,1.4976856288800566
chicoer.com,,,,,0.0,,
chicotimes.com,,,,,0.33,,
chieftain.com,,,,,-0.33,,
childrenshealthdefense.org,,,,,0.66,,
china.org.cn,,,,,-0.33,,
chinadaily.com.cn,,,,,-0.66,,
chinadigitaltimes.net,,,,,0.33,,
chinaglobalsouth.com,,,,,-0.33,,
chinookobserver.com,,,,,0.0,,
chippewa.com,,,,,0.0,,
chipsahospital.org,,,,,,,0.5388133675080629
chlorellafactor.com,,,,,0.66,,
chosun.com,,,,,0.33,,
christianaction.org,,,,,1.0,,
christianheadlines.com,,,,,0.66,,1.2935569093608876
christianitytoday.com,,,,,0.33,,0.4940648926595173
christiannews.net,,,,,,,1.277355635068247
christiannewsalerts.com,,,,,0.66,,1.5798731129099617
christianpost.com,0.6722,0.25,,,0.66,,1.138291905040626
christianscience.com,,,,,0.66,,
christiansfortruth.com,,,,,1.0,,
christiantoday.com,,,,,0.66,,0.8065788230849155
chron.com,,,,,,,-0.0493865208643244
chronicle.com,,,,,-0.33,,-1.228956278770919
chroniclesmagazine.org,,,,,0.66,,
churchandstate.org.uk,,,,,,,-1.07697077396237
churchleaders.com,,,,,,,0.6402020543625008
churchmilitant.com,,,,,1.0,,1.312905267708269
churchpop.com,,,,,,,1.0093477352631464
cia.gov,,0.0,,,,,
cibercuba.com,,,,,,,0.3223923230732411
cincinnati.com,,0.0,,,0.0,,-0.115019296957614
cinemablend.com,,0.0,,,,,
circa.com,,,,,,0.5484283384117028,-0.0898698100069105
citizen-times.com,,,,,-0.33,,
citizen.co.za,,,,,0.33,,
citizen.org,,,,,-0.33,,
citizencritics.org,,,,,-0.66,,
citizenfreepress.com,,,,,0.66,,
citizensforethics.org,,,,,-0.33,,
citizensjournal.us,,,,,0.66,,
citizensunited.org,,,,,0.66,,
citizentruth.org,,,,,-0.33,,
city-journal.org,,,,,0.66,1.142945487180719,
cityandstateny.com,,,,,-0.33,,
citylab.com,,,,,,,-1.1522120530766065
citymomsblog.com,,,,,,,0.1957182785124608
citypages.com,,,,,,,-0.778767817587946
civilbeat.org,,,,,-0.33,,
cjonline.com,,,,,-0.33,,
cjr.org,,-0.0833333333333,,,-0.33,-0.6144166380447857,
claim-review.com,,,,,,,0.3572581418083536
clantonadvertiser.com,,,,,0.33,,
claremont.org,,,,,0.66,,
clarin.com,,,,,0.33,,
clarindaherald.com,,,,,0.0,,
clarionledger.com,,,,,-0.33,,0.1070026537623792
clarionproject.org,,,,,1.0,,1.3475995849970133
clark.com,,,,,,,0.427504757140177
clashdaily.com,0.9218,,,,1.0,,1.5313413479475482
clasp.org,,,,,-0.66,,
classic2018.com,,,,,,,0.4146396925911223
classiccountrymusic.com,,,,,,,0.8274485786517098
classicfm.com,,,,,,,-0.6773364229433837
claycotimes.com,,,,,0.33,,
claytonrecord.com,,,,,0.0,,
cleanfoodcrush.com,,,,,,,0.323535702378481
cleannaturalmedicine.com,,,,,,,0.2148391191682665
cleantechnica.com,,,,,-0.33,,
cleveland.com,-0.4428,,,,-0.33,,-0.2990946391020884
cleveland19.com,,,,,0.0,,-0.0383500747167147
clevelandclinic.org,,,,,,,0.3050722135380284
click2houston.com,0.1329,,,,0.0,,0.2171194812920021
clickfunnels.com,,,,,,,0.8306355228191535
clickhole.com,,,,,,,-1.1381210820108916
clickondetroit.com,-0.3654,,,,0.0,,-0.1310901585502668
clickorlando.com,,,,,0.0,,0.2406495346049275
climate.news,,,,,0.66,,
climatecentral.org,,,,,-0.33,,
climatechangenews.com,,,,,-0.66,,
climatedepot.com,,,,,0.66,,
climaterealityproject.org,,,,,-0.66,,
climatesciencewatch.org,,,,,-0.33,,
clintonherald.com,,,,,-0.33,,
cloverchronicle.com,,,,,1.0,,
cloverdalereporter.com,,,,,-0.33,,
cnas.org,,,,,-0.33,,
cnbc.com,0.0503,-0.25,0.0,-0.5,-0.33,0.3956886131381716,-0.3994112228138707
cnet.com,,-0.166666666667,,,0.0,,-0.2808083985652332
cnn.com,-0.2705,-0.666666666667,0.0,-0.5,-0.66,-0.3689967041942128,-0.8436909745304367
cnnpressroom.blogs.cnn.com,,0.0,,,,,
cnnsofake.news,,,,,0.66,,
cnsnews.com,0.89865,0.5,1.0,0.5,,2.039009416629052,1.5319061699181669
cntraveler.com,,,,,,,-0.4487113495915115
cnycentral.com,,,,,0.33,,0.1918896978428841
coachellatoday.com,,,,,0.33,,
coastalganews.com,,,,,0.33,,
coastalliving.com,,,,,,,0.0716594306690285
cobbreporter.com,,,,,0.33,,
coconinonews.com,,,,,0.33,,
codepink.org,,,,,-0.66,,
coed.com,,,,,-0.33,,
colddeadhands.us,,,,,0.66,,
collapse.news,,,,,0.66,,
collective-evolution.com,-0.3014,,,,,,-0.0588424286035372
collegehumor.com,,,,,,,-0.7726966626303826
colleges.usnews.rankingsandreviews.com,,0.0,,,,,
colombiareports.com,,,,,-0.33,,
coloradoan.com,,,,,-0.33,,
coloradosun.com,,,,,-0.33,,
colorlines.com,,,,,-0.66,-2.5962738232098963,
colossill.com,,,,,,,-0.8733667857156102
columbia.edu,,,,,-0.33,,
columbiadailyherald.com,,,,,-0.33,,
columbian.com,,,,,0.0,,
columbusfreepress.com,,,,,-0.66,,
columbusstandard.com,,,,,0.33,,
columbustelegram.com,,,,,0.0,,
comicallyincorrect.com,,,,,,,1.5073454074982229
comicbook.com,,,,,,,-0.2784470769680304
comicsands.com,,,,,-0.66,,-1.2758210371977523
comingsoon.net,,,,,,,-0.3736072695112329
commentarymagazine.com,,,,,0.66,1.7576101110493425,
commercial-news.com,,,,,-0.33,,
commercialappeal.com,,,-0.5,0.0,0.0,,
commoncause.org,,,,,-0.33,,
commondreams.org,-0.9673,-0.166666666667,,,-0.66,-1.7288247466432811,-1.4083611034026011
commonsenseevaluation.com,,,,,,,1.2772085037861902
commonwealmagazine.org,,,,,-0.33,,
commonwealthfund.org,,,,,-0.33,,
communemag.com,,,,,-0.66,,
communityimpact.com,,,,,0.0,,
complex.com,,-0.166666666667,,,-0.33,,-0.6466208104013477
concealednation.org,,,,,,,1.3218386501526451
concealedonline.com,,,,,,,0.9432189763879104
concernedwomen.org,,,,,1.0,,
concordmonitor.com,,,,,0.0,,
congress.gov,,,,,0.0,,-0.745372466036573
consciouslifenews.com,,,,,-0.66,,
consciousreminder.com,,,,,,,-0.3256939211892882
consequenceofsound.net,,,,,,,-0.7971588284103368
conservapedia.com,,,,,1.0,,
conservative-headlines.org,,,,,1.0,,
conservative.org,,,,,0.66,,
conservative101.com,,,,,,,1.5983722782277645
conservativeammo.com,,,,,1.0,,
conservativebeaver.com,,,,,1.0,,
conservativebrief.com,,,,,0.66,,
conservativebyte.com,0.9063,,,,,,
conservativecash.us,,,,,,,1.7092768666865894
conservativedailynews.com,,,,,1.0,,1.4351614042260588
conservativedailypost.com,,,,,1.0,,1.5179937311778036
conservativefighters.co,,,,,0.66,,
conservativefighters.com,,,,,,,1.4418300720158184
conservativefiringline.com,,,,,1.0,,1.5953095559403168
conservativeforever.com,,,,,,,1.50211525509345
conservativefreepress.com,,,,,1.0,,
conservativeglobe.com,,,,,1.0,,
conservativehome.com,,,,,0.33,,
conservativehq.com,,,1.0,0.5,,,
conservativehq.org,,,,,0.66,,
conservativeinfidel.com,0.9306,,,,,,
conservativeinstitute.org,,,,,0.66,,1.5215564357778284
conservativematrix.com,,,,,0.66,,1.5315843954739974
conservativemedia.com,,,,,,,1.402971109894824
conservativeopinion.com,,,,,0.66,,
conservativeoutfitters.com,0.8686,,,,,,1.495322604338898
conservativepapers.com,,,,,0.66,,
conservativeplaylist.com,,,,,1.0,,
conservativepoliticus.com,,,,,,,1.4282032111842484
conservativepost.com,0.8962,,,,1.0,,1.3968434228564797
conservativereview.com,,0.333333333333,,,0.66,2.762466194461717,1.588817553312344
conservativesus.party,,,,,0.66,,
conservativetears.com,,,,,-0.66,,
conservativetoday.com,,,,,0.66,,
conservativetrib.com,,,,,,,1.5146022317807386
conservativetribune.com,0.8866,1.0,,,,2.5865261525027208,1.410314522739649
conservativeundergroundnews.com,,,,,1.0,,
conservativewoman.co.uk,,,,,0.66,,
conservativeworlddaily.com,,,,,,,1.4784791159393145
consjournal.com,,,,,,,1.529021216738952
consnation.com,,,,,,,1.5716271315255237
consortiumnews.com,,,,,-0.33,,
conspatriot.com,,,,,,,1.4715232917268932
conspiracydailyupdate.com,,,,,0.66,,
constative.com,,,,,0.33,,
constitution.com,,,,,,,1.5250923091694046
constitutioncenter.org,,,,,0.0,,
constitutionstatenews.com,,,,,0.33,,
consumeraffairs.com,,,,,,,0.4954173460180773
consumerreports.org,,,,,0.0,,-0.310541325047294
consumerwellness.org,,,,,0.66,,
controversialtimes.com,0.7836,,,,,,
conventionofstates.com,,,,,,,1.506722905193928
convio.net,,,,,,,-0.3317195255528474
cookappsgames.com,,,,,,,0.4779570184491156
cookietale.com,,,,,,,0.5905099678587095
cookinglight.com,,,,,,,-0.2060123422249214
cookingpanda.com,,,,,,,0.6452707971767142
cookpolitical.com,,,0.0,0.0,0.0,-0.4037364781153782,
cooktopcove.com,,,,,,,0.5338317173659184
copblock.org,,,,,-0.66,,
corbettreport.com,,,,,0.66,,
corona-transition.org,,,,,0.66,,
coronavirus.gov,,,,,0.0,,
corriere.it,,,,,0.0,,
cosmopolitan.com,,-0.333333333333,,,-0.66,,-0.3266776981958819
councilforthenationalinterest.org,,,,,-0.33,,
countable.com,,,,,0.0,,
countercurrentnews.com,-0.556,,,,,,-0.8682331003628495
countercurrents.org,,,,,-0.66,,
counterpunch.org,,,,,-0.66,,-1.1764935649759545
counterthink.com,,,,,0.66,,
counton2.com,,,,,0.0,,
countryliving.com,,,,,0.0,,0.2983930351431266
countrymusicfamily.com,,,,,,,0.7348017701316073
countrymusicnation.com,,,,,,,0.7892247607330367
countryrebel.com,,,,,,,0.8177194564478769
countrythangdaily.com,,,,,,,0.8524904525440048
courant.com,-0.1968,,,,-0.33,,-0.4491535994544895
courier-journal.com,,,-0.5,-0.5,-0.33,,-0.5927174539438217
courier-tribune.com,,,,,0.0,,
couriermail.com.au,,,,,0.33,,
couriernews.com,,,,,0.33,,
courierpress.com,,,,,-0.33,,
courthousenews.com,,,,,0.0,,
courttv.com,,,,,0.0,,
covid19criticalcare.com,,,,,0.66,,
covidtracking.com,,,,,0.0,,
cowgernation.com,,,,,0.66,,
cp24.com,,,,,0.0,,
cpac.ca,,,,,0.0,,
cpi.org,,,,,0.66,,
cpj.org,,,,,0.0,,
cracked.com,,,,,-0.33,,-1.092012313969798
crafty.house,,,,,,,0.4630995897410779
craftymorning.com,,,,,,,0.4108831571634742
craigdailypress.com,,,,,0.0,,
craigslist.org,,,,,,,0.1455413165326214
crainscleveland.com,,,,,0.0,,
crainsdetroit.com,,,,,0.0,,
creation.com,,,,,0.66,,
creationwiki.org,,,,,0.66,,
creativehealthyfamily.com,,,,,,,0.4362523602602264
credoaction.com,,,,,,,-1.3747546995162936
crfb.org,,,,,0.33,,
crikey.com.au,,,,,-0.66,,
crimeonline.com,,,,,,,0.2309921971902847
crimeresearch.org,,,,,0.66,,
crimethinc.com,,,,,-0.66,,
crisisgroup.org,,,,,-0.33,,
crisismagazine.com,,,,,0.66,,
crooked.com,,,,,-0.66,-1.4836212068965453,
crooksandliars.com,-0.9218,,,,-0.66,-1.260602938372604,-1.3930339625809882
crosscards.com,,,,,,,0.8591478341965461
crosscut.com,,,,,-0.33,,
crossroadstoday.com,,,,,0.0,,
crosswalk.com,,,,,,,1.0194808744972244
crowdpac.com,,,0.0,0.0,,,
crtv.com,,0.5,,,,2.734582119331198,
cruisecritic.com,,0.0,,,,,
cruxnow.com,,,,,0.0,,
cruz.senate.gov,0.8733,,,,,,
cscmediagroupus.com,,,,,,,1.099974788989091
csis.org,,,,,0.0,,
csmonitor.com,,0.333333333333,0.0,0.5,0.0,-0.0922828846717314,-0.9180937221616782
ctj.org,,,,,-0.33,,
ctmirror.org,,,,,-0.33,,
ctpost.com,,,,,-0.33,,
ctvnews.ca,,,,,0.0,,0.2168332244974112
cullmantimes.com,,,,,-0.33,,
culturacolectiva.com,,,,,,,-0.6919705595806378
culturehook.com,,,,,,,-0.0984768302315746
cumberlink.com,,,,,0.0,,
curbed.com,,,,,,,-0.752368811151838
curejoy.com,,,,,,,-0.0152561462495526
curiosity.com,,,,,,,-0.4558386002892621
curiousmindmagazine.com,,,,,,,-0.121631379471268
currentaffairs.org,,,,,-0.66,-2.331109949930007,
curvemag.com,,,,,-0.66,,
cuteness.com,,,,,,,0.0381094459890147
cw33.com,,,,,0.0,,
cw39.com,,,,,0.0,,
dagospia.com,,,,,0.66,,
daily-chronicle.com,,,,,0.0,,
daily-journal.com,,,,,0.0,,
daily49er.com,,,,,-0.66,,
dailyadvocate.com,,,,,0.33,,
dailybible.co,,,,,,,0.4988122296205499
dailyboulder.com,,,,,-1.0,,
dailybreeze.com,,,,,0.0,,
dailybulletin.com,,,,,0.0,,
dailycaller.com,0.8697,0.75,1.0,1.0,0.66,1.9142792182296504,1.4668345047014657
dailycamera.com,,,,,0.0,,
dailyclimate.org,,,,,-0.33,,
dailycomet.com,,,,,-0.33,,
dailycommercial.com,,,,,-0.33,,
dailycurrant.com,-0.375,,,,,,
dailydems.com,,,,,,,-1.2920111356223225
dailydosepolitics.com,,,,,,,1.3202945352300883
dailydot.com,-0.5961,,,,-0.66,0.060569725962871,-0.7937331303796209
dailyfinance.com,,0.0,,,,,
dailygazette.com,,,,,0.0,,
dailyheadline.com,,,,,,,0.5903100178221743
dailyheadlines.com,,,,,,,1.412334160203283
dailyheadlines.net,,,,,1.0,,1.4188222374444115
dailyhealthkeeper.com,,,,,,,0.2895269093899484
dailyhealthpost.com,,,,,,,0.1187218753793712
dailyherald.com,,,,,0.33,,
dailyhive.com,,,,,-0.33,,-0.0155131264916467
dailyjournal.net,,,,,0.33,,
dailyjournalonline.com,,,,,0.0,,
dailykos.com,-0.8972,-0.666666666667,-1.0,-0.5,-0.66,-1.2196837849129412,-1.438294186952578
dailyliked.net,,,,,,,0.2283533430847683
dailymail.co.uk,0.286,0.0,1.0,0.5,0.66,,0.1917197508927336
dailymaverick.co.za,,,,,0.0,,
dailynativenews.site,,,,,,,0.359998064512843
dailynews.com,,,,,0.33,,
dailynewsbin.com,,,,,-0.66,,
dailynewscycle.com,,,,,,,1.4031035630320663
dailynorthwestern.com,,,-0.5,-0.5,0.0,,
dailyo.in,,,,,0.33,,
dailyoccupation.com,,,,,,,-0.123578888854208
dailyom.com,,,,,,,-0.5377003449812654
dailyorganicrecipes.com,,,,,,,0.1505934387785897
dailypetition.com,,,,,,,0.2667016519619097
dailypoliticalnewswire.com,,,,,0.66,,
dailypositiveinfo.com,,,,,,,0.0363501064894408
dailypost.co.uk,,,,,,,0.0840145951688143
dailypress.com,,,0.5,0.5,0.33,,
dailypress.net,,,,,0.0,,
dailypresser.com,,,,,,,1.4572028178564074
dailyprogress.com,,,0.0,-0.5,0.0,,
dailyreckoning.com,,,,,0.66,,
dailyrecord.co.uk,,,,,-0.66,,
dailyrecord.com,,,,,0.0,,
dailyrockbox.com,,,,,,,0.3695689971765188
dailysceptic.org,,,,,0.66,,
dailysignal.com,0.9319,0.333333333333,,,0.66,2.198809430727389,1.483304136584007
dailysnark.com,,,,,,,0.2539590639042587
dailysoundandfury.com,,,,,-0.66,,
dailystar.co.uk,,0.0,,,0.33,,0.3404742955444881
dailysurge.com,,,,,1.0,,
dailytargum.com,,,-0.5,-0.5,,,
dailytarheel.com,,,,,-0.33,,
dailytelegraph.com.au,,,,,0.66,,
dailytorch.com,,,,,0.66,,
dailyusaupdate.com,,,,,,,1.4771621146995366
dailyvoice.com,,,,,,,0.2028371542133337
dailywire.com,,,1.0,1.0,0.66,2.072339319931612,1.4960863243273514
dailyworld.com,,,,,-0.33,,
dailyworldupdate.us,,,,,,,1.4065379916269845
dallascowboys.com,,,,,,,0.2326658992525819
dallasnews.com,,0.25,,,0.33,,-0.3766846857792165
dallasvoice.com,,,,,-0.66,,
daltondailycitizen.com,,,,,-0.33,,
damnbored.tv,,,,,,,0.151293257257213
dangerous.com,,,,,,,1.4447123509926314
dangerousminds.net,,,,,,,-0.8050545744536095
darientimes.com,,,,,0.0,,
daveswordsofwisdom.com,,,,,,,0.4709244810630072
davidharrisjr.com,,,,,1.0,,1.526385329018339
davidwolfe.com,,,,,,,0.1322849993908667
dawn.com,,,,,-0.33,,
dayton247now.com,,,,,0.33,,
daytondailynews.com,,,,,0.0,,0.1039569669701527
dbrnews.com,,,,,0.0,,
dc-chronicle.com,,,,,0.66,,
dcbluedot.com,,,,,,,-1.4612948008525115
dccc.org,,,,,,,-1.0228869103822469
dccircuitbreaker.org,,,,,0.0,,
dcclothesline.com,0.8059999999999999,,,,1.0,,1.386324683288869
dcdirtylaundry.com,,,,,1.0,,
dcenquirer.com,,,,,0.66,,
dcgazette.com,0.883,,,,,,
dcist.com,,,,,-0.33,,
dcreport.org,,,,,-0.33,,
dcstatesman.com,,,,,0.66,,1.5532031057603397
dctribune.org,,,,,,,-1.3680206826329957
dcwhispers.com,,,,,,,1.45223381444148
deadline.com,,0.0,,,-0.33,,-0.5753428469298424
deadspin.com,,-0.0833333333333,,,-0.33,,-0.9443335801089652
deadstate.org,,,,,-0.66,,-1.373160528804552
dearly.com,,,,,,,0.3663984820669517
deathandtaxesmag.com,,-0.0833333333333,,,,,
debka.com,,,,,0.66,,
debunkingdenialism.com,,,,,-0.33,,
decaturtimes.com,,,,,0.33,,
deccanchronicle.com,,,,,0.33,,
deccanherald.com,,,,,-0.33,,
deepleftfield.info,,,,,-1.0,,-1.3469264323511738
deeprootsathome.com,,,,,,,0.505919996177115
defconnews.com,,,,,1.0,,
defconwarningsystem.com,,,,,0.0,,
defenddemocracy.org,,,,,0.66,,
